keywords,context,text
coffee#cafe#look#drink#window,The,The cafe looks like a coffee shop with a glass window and a drinks table in the middle of it.
touchdown#celebrate#teammate#player#score,The,The player is celebrated by his teammates after scoring a touchdown against the New York Jets in the season.
leash#puppy#path#hold#owner,The,The owner of the puppy holds it up as a path to Leash for the dog to follow.
chew#nail#front#fence#bucket,The,The man with a bucket is chewing on a nail and is in front of a fence with plastic.
knife#peel#table#apple#sit,The,"The apple is on the table, but the knife is not sitting on the counter or peeking out."
chopstick#hat#bowl#eat#noodle,The,The boy is eating a chopstick with a hat on it and a bowl of noodles behind him.
look#dance#clothe#money#attach,The,The money is used to help people look after themselves and their families attached to traditional clothes and dance.
floor#drop#set#head#weight,The,"The head is set on the floor, with a weight dropped on it by a man in black."
kite#stand#fly#field#toddler,The,The toddler is kite flying in the field with a group of boys and is standing by himself.
sit#shoe#tie#floor#shoelace,The,"The shoelace is tied to the floor with a shoe, and is sitting on the floor."
cellphone#wind#hair#talk#blow,The,The woman is talking about her hair and the cell phone she has blown up with wind on it.
dress#dress#building#walk#flow,The,"The dress is dressy enough to dress up for the building, but flows well with a dress."
owner#dog#shop#wait#come,The,The owner of the dog is waiting for the dog to come back to the shop to be slaughtered.
open#bed#reveal#bedroom#door,The,"The door was open and the bedroom was revealed, with a bed, chair, and two paintings."
device#light#button#turn#press,The,The device turns the light on when the button is pressed and off when it is not pressed again.
wall#hold#sit#glass#photo,The,The photo was held in a glass sitting on the wall of the New York City office of U.
jar#towel#cover#drink#water,The,The woman is drinking a glass of water and covers her mouth with a towel to protect her jars.
wait#eyeglass#hair#watch#shirt,The,The man in black shirt and eyeglasses is waiting for his hair to be watched by someone.
cap#shirt#flash#sign#bike,The,The man in white shirt is signed with a red cap with a bike flash on the back above it.
player#throw#ball#prepare#dress,The,"The ball is thrown to the player who is preparing to dress, and he is thrown into action."
set#dog#wear#muzzle#race,The,"The dog is wearing a muzzle set up for a race, but it is not a racing dog."
pulley#furniture#building#rope#window,The,"The building has a stained glass window, furniture, rope, pulley, rope and rope building."
rider#wear#gear#corner#course,The,The riders wore their gear in the corner of the course on the third and final day of racing.
domino#rest#fall#finger#push,The,The man is pushing his finger in the rest of the abdomen and falls to thedomino effect.
hold#eat#chip#bag#popsicle,The,"The chip is holding up well, and it seems to be eating up the popsicles in bag."
run#hill#kick#dog#dirt,The,The dog kicks the dirt and runs off to the hills where it is discovered by a few people.
dry#wash#rack#dish#place,The,The dish was washed and placed on a rack to dry in the oven at 400ʡC.
tractor#road#talk#side#drive,The,The tractor is talking to the side of the road and driving away from the scene of the accident.
wear#sidewalk#coat#sell#good,The,"The coat is worn by the Good King Wenceslas, who sold it to the tavern patrons."
boat#water#stand#head#direction,The,The boat is headed in the direction of a small group of standing water lilies along the coast.
doughnut#talk#hold#take#bite,The,The doughnut is usually made by holding a stick to the doughnut and talking to it bite.
trailer#shirt#side#sit#road,The,The trailer is a side-by-side shot of a road and a shirt sitting on it.
clean#hat#pool#shirt#wear,The,"The pool is wearing a hat to clean the T-shirt, which is now completely cleaned up."
shuck#oyster#way#explain#demonstrate,The,The oysters are shown in this way to demonstrate the shucking process and how they are explained.
question#answer#sit#front#computer,The,"The question is answered by a computer, which sits in front of a monitor and plays the video."
wear#hat#skateboard#balance#ledge,The,"The man is wearing a hat with a skateboard on it, balancing on the ledge of it."
wipe#sneeze#nose#stretch#floor,The,"The woman sneezed, and the baby's nose stretched and wiggled on the floor."
wine#mouth#swish#bucket#spit,The,"The man swished his mouth around, spitting out a bucket of white wine as he rained."
jean#shoe#bike#jacket#ride,The,"The man is wearing a black jacket, black jeans, and riding a bike with a black shoe."
gather#flag#uniform#hat#wear,The,The flag of the United States of America gathered in uniform and wore a hat with the American flag.
pipe#put#piece#machine#stand,The,The man is putting a piece of pipe in his machine and stands up to see if he can.
mannequin#dress#walk#window#stroller,The,The mannequin dressed in a stroller walks through the window of a woman's stroller.
wear#medal#front#bus#suit,The,"The bus is worn out in front of it, and is being fitted with a new Bronze Medal."
throw#hold#pant#pair#catch,The,"The Panthers held a pair of practice sessions, but did not throw a single pass to the defense."
sidewalk#female#wear#walk#top,The,"The female walkers are wearing the top of their skirts, and the males are wearing their trousers."
tub#bath#give#bubble#newborn,The,The bathtub gives the newborn a small bubble of air to breathe while it is still in its crib.
straw#add#glass#pour#drink,The,The stained glass windows were added to the chancel and poured into a chancel drinking fountain nearby.
shake#praise#ask#dog#hand,The,"The dog is being praised by the dog's owner, who asked not to be named, shaking her hand"
turn#swimmer#competition#end#reach,The,"The competition reached its peak when the swimmer ended up in the final, turning down the competition."
way#peel#orange#give#instruction,The,"The way to do that is to give an orange and a banana to the viewer, and instructions."
beach#background#run#wave#swimsuit,The,The beach runs parallel to the beach with a swimsuit-like background and waves on the horizon.
take#sit#table#bite#hamburger,The,The hamburger is just like a table that sits on the ground and takes a bite out of.
laptop#wear#use#sweatshirt#hood,The,The laptop was used by the hooded man to wear a sweatshirt in the early morning hours.
sit#rock#look#ocean#couple,The,"The couple sits on the rocks, looking out over the ocean, and they look at the camera."
move#fan#leg#begin#hand,The,"The fans began to move forward, with the legs of one hand on the back of the legs."
mountain#side#jump#city#kid,The,The city's kids are on the other side of the jump in the mountains from the city itself.
friend#picture#trick#skateboarder#take,The,The trick is to take a picture of the skateboarder and his friend before they go out.
toy#ride#sit#toddler#push,The,The toddler is sitting on the teddy bear pushing it while he rides on his teddy horse.
work#worker#cable#oversee#coil,The,The construction workers who worked on the coil were able to oversee the operation of the entire cable system.
dress#clothe#hold#pose#drink,The,The man in black dress is holding a young woman who is posing and wearing a traditional clothes and drinking.
walk#tightrope#front#hold#crowd,The,The crowd held tightrope as they walked in front of the crowd to get into the arena.
sing#hold#team#trophy#song,The,The song was sung by the team and was held in the trophy room for the All-Ireland.
table#sit#blow#wish#candle,The,The table is filled with a man who wishes to sit with a candle to blow on his wife.
bell#bike#sidewalk#ride#ring,The,The bike is on the sidewalk with bells and ringers riding in the middle of the parking lot.
player#train#ball#field#pass,The,The ball is passed to the player who is on the field of play and trained to pass it.
body#water#trick#surfboard#sail,The,The surfboard trick is one of the most popular surfboards in the water and bodyboard tricks.
gun#wear#sunglass#helmet#stand,The,The man wearing a black helmet and a red sunglasses stands in front of a gun with a metal.
scarf#hold#teach#class#compose,The,The first class was composed of fifteen students who were taught to hold a flashlight while they were submerged.
run#follow#snow#ball#horse,The,"The snow ball is followed by a white horse, which runs across the snow and onto the field."
angle#look#photograph#sit#sidewalk,The,The man in the photograph is looking at the camera and sitting on the sidewalk with his right angle.
notebook#pen#table#sit#laptop,The,"The pen sits on a notebook, and the notebook on a table next to a laptop and books."
music#dance#room#couple#watch,The,The couple had been watching music videos on their mobile phones and dancing in the living room of their.
river#dog#stand#head#turn,The,The dog is headed to the Riverdale Animal shelter where he will be turned over to the stand.
hand#ride#hold#air#bull,The,"The man is holding a bull, which he is trying to ride on the air with his hands."
snow#ride#hill#red#sle,The,"The sleds were red and white, riding on a hill with snow on the top of them."
wrestle#match#hand#shake#begin,The,"The match began with a shake-up in the Wrestle hand, with Robbie Lawler."
trail#leave#dragster#take#smoke,The,The trail takes its name from the smoke left behind by the dragster after it has been driven.
headphone#wear#room#corner#drum,The,The man wearing a headphone on a corner of the room with a drum in it is Dr.
picture#chalk#sidewalk#sit#draw,The,"The original picture was drawn on a sidewalk with chalk, while the current one sits on the ground."
share#kiss#couple#hold#bouquet,The,"The couple held a bouquet of white roses and shared a kiss on May 30, 1894."
turn#pass#rail#skate#flip,The,The rail is then flipped over and the skate turns and passes under the rail to go around it.
house#power#wash#stand#roof,The,"The house was originally built in 1910, and stood on the site where the power house was washed."
wheel#use#sharpen#spin#knife,The,The wheels are spun by the use of a manganese alloy knife to sharpen the knife.
word#front#street#paint#look,The,"The word "" painted "" looks to be in front of "" street"" in the same word order."
attach#dryer#device#curl#hair,The,The device is attached to a dryer with the hair curled up around it to protect the device.
bandage#wear#wrap#glove#foot,The,The bandage wraps around his left hand and is wearing a glove on his right hand at foot.
roll#jean#wear#ball#lane,The,The man is wearing a red ball-gown and rolled up jeans with a yellow bow tie.
wear#sit#hold#step#cigarette,The,The man is wearing a cigarette and is sitting on the step holding up a cigarette to his mouth.
bucket#shovel#dig#put#sand,The,"The man dug up a shovel and put sand in it, then put a bucket of sand nearby."
plate#meal#fork#end#lick,The,"The plate ends with a lance, and a meal that consists of licks of the fork."
cut#grass#work#scythe#field,The,The field of scythe work was cut short by the grasshopper attack on Scythe.
sand#mouth#hold#stand#tire,The,The man is holding a child who is standing behind him with his mouth and tire sand in it.
ride#beach#sail#tricycle#attach,The,The Tricycle is attached to the beach and sailboat rides are available on a first-come.
mound#shirt#rock#sit#top,The,"The man with a black shirt is sitting on top of a rock, and is mortally wounded."
smoke#air#puff#pipe#take,The,The puff of air in a pipe is taken to be the same as the Smoke of fire.
dog#squirrel#catch#run#forest,The,The squirrels run around in the forest and catch a small dog that is in the same habitat.
stream#daughter#daddy#throw#rock,The,"The daughter of a middle class family, she threw herself into the stream of rock music with Daddy."
fall#take#step#javelin#throw,The,"The men took her to Javelin, and she threw herself down on the steps of the falls."
snow#tent#hiker#poke#find,The,The hiker is poking around the tent and finds a snowboarder and hiker in it.
bed#spur#truck#inspect#wear,The,The man inspects a bed with a mannequin wearing a spurred black trucker's jacket.
bath#dog#dry#towel#give,The,"The dog is given a bath, dried and towel-dried, before being put to sleep."
doll#window#parachute#throw#connect,The,The doll is throwing a parachute into the window and is connected to the doll by a wire cord.
tractor#pick#vegetable#worker#ride,The,The worker was picked up by the tractor and rode it back to the place where the vegetables were.
object#load#car#roof#building,The,"The building is loaded with objects, including a car, roof rack, and a trailer full of."
end#dog#fire#jump#hurdle,The,"The dog jumped on the first hurdles, but was unable to overcome the second at the end of fire."
carry#stroller#push#daughter#hand,The,"The woman pushes her daughter into a stroller, carrying her handbag with her and her child."
guitar#tattoo#stand#front#arm,The,The girl is standing in front of a tattooed man with a guitar and arm tattooed with.
wear#helmet#picture#plant#take,The,The helmet is worn by the robots that took part in the picture and was planted in the ground.
wine#describe#sit#couch#taste,The,The man sitting on the couch is describing a taste of wine he has never had before in his life.
car#mask#suit#paint#spray,The,The man is painted in a suit with a mask on his face and uses a car with spray paint.
tie#cover#mountain#climb#rope,The,"The mountains were covered with ropes, and the climbers were tied to them by ropes of different colors."
follow#series#hear#voice#shot,The,"The series was heard by a voice of the dead, followed by a shot of the dying man."
hit#run#kid#basis#baseball,The,"The kids are running around hitting each other on the baseball bases, and I'm looking at them."
picture#sheet#draw#pen#paper,The,The paper draws on a detailed picture of the pen-and-pencil sheets that were used.
pour#water#head#lean#sink,The,The water is pouring over the head of a man who has been leaning over a sink in water.
gym#rope#suspend#climb#ceiling,The,"The gymnast suspended his rope and climbed to the ceiling, where he was met by the gym."
onlooker#stilt#watch#walk#path,The,The man then watched as the stilt walker tried to walk up the path onlookers.
referee#box#crowd#watch#ring,The,"The referee watches the box, then goes to the ring to check the crowd's reaction to it."
game#team#crowd#compete#watch,The,"The team competed in the first game of the series, watched by a crowd of 17,700."
hill#sky#top#moon#stand,The,"The moon is standing on top of a hill, with a clear sky behind it and a full moon."
air#jump#leg#spread#arm,The,"The legs are spread wide, arms wide, and the legs jump off the air with each movement."
joke#back#alligator#tell#sit,The,The man is telling alligators to sit down and joke around with alligators on the back deck.
knife#open#look#use#oyster,The,The oysters used in this recipe were originally opened-up to look like they had been knife.
stand#ice#foot#break#mat,The,The ice was broken by a mat that had been standing at the foot of the arched roof.
champagne#open#victory#celebrate#bottle,The,"The bottle opened to a victory champagne, which was celebrated with a bottle of champagne by the fans."
sheep#use#wool#shear#clipper,The,"The male clipper sheep is also used for wool, shears, and shearing in Australia."
chair#sit#clap#finger#snap,The,The man with a black clapboard chair sits with his finger to his cheek and snaps it.
bend#string#repetition#pull#machine,The,The machine pulls a string and bends it so that the repetition is at the same speed as.
hold#hand#dance#circle#kid,The,"The kids are in a circle, holding hands and dancing to the music as they do their thing."
walk#ask#sign#eat#help,The,"The boy asks him to help him eat something, and signs a walk away from the two men."
wrap#forehead#neck#arm#kiss,The,"The woman is lying on her forehead, holding her arm and wrapping it around her neck and kissing."
oven#remove#pan#cookie#put,The,The panning shot of the oven being put to the test has been removed from the original cookies.
mouth#splash#water#ball#carry,The,The water splashes around the ball and she carries on her mouth as she bounces around the room.
gold#dig#gem#sort#find,The,The gem is found in some sort of gold or silver dig site near the village of Larissa.
bench#snowball#create#snow#gather,The,The snowboarders gather around a bench to create a snowball fight in the snow during the snow.
front#paper#table#line#bottle,The,The paper is on the front of the line with a bottle of red wine on the table beside it.
dog#hold#puncture#front#ball,The,The dog holds a ball and punctures the front of the man's cheek with it several times.
lap#head#cat#scratch#sit,The,"The cat sits on the lap of a scratching post, with the head of a cat on it."
cue#ball#pocket#shoot#use,The,"The ball was used to shoot down the ball, which was also used as a cue in pocket."
foot#blanket#brush#hair#brush,The,The man with black hair brushed his short hair out of his face and blanketed his feet with it.
ball#catch#jump#mouth#air,The,"The man jumped into the air and caught the ball with his mouth, which was still in it."
book#piece#paper#pocket#slip,The,The paper is in the pocket of the piece of paper that has been slipping out of the book.
singe#song#toddler#clap#hand,The,"The song ""Clap"" was released as a single by toddler-singer Tove Lo."
stand#machine#front#wrap#plastic,The,The machine is wrapped in plastic and stands in front of a black and white screen with some plastic.
jean#sweater#carry#pattern#bag,The,"The pattern is often carried through the bag, jeans, sweaters, and sweaters in general."
hold#stand#wear#bag#end,The,The man is wearing a bag that has been held up at the end of it and is standing.
belt#climb#rock#rope#hang,The,"The man climbing the rope is hanging on by a rock belt, which is attached to the rope."
toddler#foot#bed#smell#fall,The,"The bed has a smell of licorice, and the teddyler falls over on his feet."
enact#scene#soldier#background#member,The,"The scene of the soldier's death, which was witnessed by members of his family and military background."
dog#water#foot#stream#stand,The,The dog is standing on the foot of a small stream with water lily growing from its paw.
bucket#bite#pine#tree#dog,The,"The polar bear is one of the most threatened animals in the tree of life, biting its teeth."
write#calligraphy#use#pen#paper,The,"The paper was written using a pen called the ""pencil"", which was similar to a paper."
book#flip#bed#page#sit,The,"The book sits on the pages of a Bible, and has been flipped through many times over the bed."
tire#check#tread#penny#use,The,The young woman is trying to find out how to use a penny to check if it's tainted.
blow#shape#hold#smoke#pipe,The,The pipe is held in place by thick smoke-shaped pipes that are blown out of the chimney.
snow#watch#jump#crowd#rider,The,The rider jumps off the bike and watches as the crowd cheers as he does so before the riders.
place#unroll#top#box#paper,The,"The paper was placed on the top of the box and unrolled, with the paper in it."
feed#jump#bottle#goat#dog,The,The goat is fed a bottle of water and jumped on to the dog's back to be slaughtered.
bat#baseball#swing#player#hit,The,"The baseball player was hit by a bat, which struck him in the right cheek and left swing."
fill#pot#stove#water#put,The,The pot is filled with water and put on the stove to keep it warm until it's time.
material#area#worker#check#vest,The,The construction workers check the material in the area where a vestibule is being built for workers.
hold#pipe#wear#mouth#glass,The,"The man is wearing a glass pipe, holding it up to his mouth with one of his hands."
head#shave#chair#area#sit,The,The head of the Department of Men's and Women's Studies is sitting on a chair shaved in areas.
point#screen#forecaster#weather#talk,The,"The screen was dark, with only a few points of light talking to the forecasters and weather."
watch#day#ball#dad#fence,The,The ball is watched by dad and two of his friends on the fence during the next day's play.
toothbrush#brush#toddler#tooth#use,The,"The toddler is using a toothbrush to brush his teeth, and is also using the toothbrush."
pour#cloth#cover#jar#liquid,The,The red cloth is covered with a jar of liquid pouring out of it onto the floor of it.
mouth#open#food#receive#feed,The,The food was so good that it was received by the mouth and opened by the feeding of it.
sock#sleep#blanket#kid#jean,The,"The kids are sleeping on the blanket, and Jean-Baptiste is sleeping on hisock."
station#gas#pump#hack#say,The,"The gas pump is said to be hackable, and can be pulled out of the gas station."
sit#bicycle#water#grass#body,The,"The water is sitting on the surface of a body of water, such as a lake or bicycle."
throw#wood#tree#lean#knife,The,"The wood is leaning against a tree, and the knife is being thrown into the woods by someone."
stand#ball#swing#hit#field,The,"The ball was hit in the field, but the swing was not enough to stand up the ball."
paint#harness#side#building#hang,The,The building was painted in a red and white harness with a yellow stripe to hang on the sides.
use#wall#climb#ice#pick,The,"The ice picks are used to climb the walls of the ship, and can be picked up again."
turn#floor#begin#vacuum#vacuum,The,"The vacuum began to vacuum around the floor, turning it into a cold, dark, and empty."
alcohol#cork#bottle#bang#wall,The,"The bottle is a corked, bottle-necked bottle with alcohol in a dark wall."
street#seed#fruit#stand#move,The,The fruit is then moved to the stands where it is seedless and street-sliced.
begin#mirror#face#shave#look,The,"The mirror begins to look more and more like a man's face, with shaved head and glasses."
sculpt#wear#back#machine#monument,The,The museum is a monument to the people who wore it out on the back of a machine sculpted.
fur#dog#groomer#trim#hold,The,"The dog is being held by the groomer, but has been trimming the fur off himself."
pull#grab#tree#branch#run,The,"The tree is pulled down by a branch, which then grabs a branch running away from the tree."
walk#light#doorway#shadow#cast,The,"The main entrance is lit by a small doorway, with cast-iron shadow walkways across it."
gym#perform#weight#hold#lunge,The,The gymnast was performing a gymnastic routine with her weight being held by a lunge forward.
banana#head#stand#bowl#street,The,The man is standing next to a bowl of bananas on the street and his head is above it.
pan#transfer#fry#egg#plate,The,"The plate was then transferred to a pan, frying the eggs on both sides until they were cooked."
continue#routine#baton#pick#drop,The,The baton was dropped after he picked up the routine and continued to do so until the referee.
ride#woode#bicycle#area#road,The,"The road is wooded with areas of pine and heather, riding on a bicycle in summer."
drum#finger#hand#top#beat,The,The man's hand was on top of the drum and he was beating the finger on the drum.
street#fill#pull#cart#chair,The,"The cart pulls up to the chair, which is filled with a wide variety of food and street."
wipe#face#shirt#expose#belly,The,The face of a man in a black shirt is exposed on the belly of a Wipe Out.
blow#wear#nose#teapot#head,The,The teapot is wearing a nose-to-tail headband and has a blown up.
wear#sunglass#bottle#drink#water,The,"The man is wearing a blue and white water bottle, sunglasses, and drinking from a plastic sunglasses."
pour#pool#sponge#clean#side,The,The pool has been pouring water on the side of the sponge to clean it up a little bit.
photo#look#hold#gallery#bag,The,"The photos were held in the National Gallery of Australia, looking out onto the Gold Coast's Bag."
side#sit#wear#backpack#mountain,The,The man is wearing a black ski mask and is sitting on the side of a mountain with a suitcase.
basket#apply#glue#cut#weave,The,The basket is cut to allow the glue to be applied to the woven fabric of the crocheted.
hand#take#shot#lick#salt,The,The man is licking the salt off the shots and taking them in his hand to his own mouth.
routine#court#perform#watch#cheerleader,The,The court watched as the cheerleaders performed a routine in which they would perform a high-pitched.
pause#building#front#examine#table,The,"The building is in a middle of a slum, with tables and chairs being examined in front."
phone#talk#hold#toddler#ear,The,The toddler is holding his ears and talking to his father who is holding a phone to his ear.
fix#hair#mirror#wear#shirt,The,The woman is wearing a black t-shirt with a mirror on her hair and a fixed black.
fountain#put#face#short#spray,The,"The fountain is being put to good use, with shorts being spray painted on the face of it."
background#talk#fire#stick#put,The,"The man is putting on a stick to talk to the camera, but his background is in fire."
foot#cross#leg#sit#massage,The,The man is sitting on a footstool and is cross-groomed by his legs.
walk#mall#costume#lady#wear,The,"The mall is wearing a special costume for Lady Elaine, who is walking through the mall with her."
pencil#floor#sit#page#point,The,The floor sits on a pencil-and-paper page with a pointed end at the central point.
ball#score#wear#shirt#player,The,The player wears a ball-and-socks shirt and has a score on the whiteboard.
shave#knee#bed#lie#nurse,The,The nurse lies down on her stomach and the bed is propped up against the shower's knee.
wear#throw#uniform#pitcher#baseball,The,"The pitcher is wearing a baseball uniform, but he is throwing a no-hitter and it."
war#tug#puppy#strip#fabric,The,The puppy was stripped of all fabric and had to be tugged by a life-sized war.
hit#land#hill#skier#jump,The,The skier lands on his ski jump and is hit by a large hill behind him and crashes.
car#couple#wall#walk#graffiti,The,"The couple walks to the car, where they are confronted by a group of police and graffiti on wall."
kid#tree#sit#flag#hang,The,The kids are hanging out with the flags and sitting on the tree in front of the house together.
sugar#sprinkle#top#cake#powder,The,"The cake is topped with sugar sprinkles, powdered sugar, powdered chocolate, and powdered sugar cookies."
heart#goer#writer#leave#look,The,The writer leaves a heart-shaped letter for the goers to look at on the red carpet.
rope#climb#come#top#begin,The,"The top of the rope begins to come off, and the man climbs down the rope slowly."
pick#foot#marble#place#cup,The,"The marble was picked up by the cupola, and placed on the foot of the grand staircase."
sack#carry#wall#front#graffiti,The,"The walls were covered with graffiti, and the police carried out raids on the front of the building."
field#kick#football#hold#upright,The,The field of football is being held to a higher standard and the kickers are being held upright.
money#male#street#food#sell,The,The male is selling food at the street market and the money is being used to pay for food.
whisper#nose#chew#scratch#gum,The,The whisper of a tongue is scratching the tongue and chewing on the tongue with its nose.
cow#sit#milk#stool#utter,The,"The cow sits on a stool, the milk is poured into it, and the child uttering: '"
robot#hug#sunglass#smile#wear,The,"The man is wearing a red hat, sunglasses, and hugs a robot with a smiling face."
street#walk#sell#cigarette#flower,The,The flowers are sold by street vendors and walk-up cigarette shops in the old town of Karachi.
screen#wear#headphone#sit#look,The,The man is wearing a black T-shirt and looks to sit on the screen facing the headphone.
wear#individual#mask#fence#match,The,"The mask is worn by individuals who have matched the height, width, and fencing of the statue."
snow#music#bike#background#ride,The,"The man rides his bike through the background of the music video for ""Snow on My Back""."
reach#player#competition#backhand#shuttlecock,The,The first player to reach the backhand of the shuttlecock is the first to be awarded competition.
knit#rock#hat#sit#pile,The,The hat is a pile of knitted and crocheted rock that sits on top of it.
wear#dentist#mask#lady#look,The,The dentist is looking at the mask and the lady is wearing it as well as the rest of them.
shirt#light#top#fix#roof,The,The top of the roof was lit up with a red and white tiled pattern to match the shirt.
improvise#barrel#transport#work#tool,The,The barrel was then transported to the tools depot where it was loaded and provided to work on U.
sit#eat#step#cup#bag,The,The cup is sitting in a bag that is on the step and has been eating out of it.
begin#squirm#cat#cut#claws,The,"The cat is squirming and beginning to cry, but the claws are cut off by the cat."
song#dance#dish#sink#wash,The,"The song has been washed up on the dishes and sink, and has never been danced to again."
lose#board#balance#fall#ride,The,"The board fell short of the balance it had hoped to ride out of the fall, losing 2."
wipe#open#nose#tissue#pack,The,The plant opened with a nosebleed of tissue and a pack of wipes to clear it.
worker#brick#stand#street#attempt,The,"The street workers attempted to stand in the middle of the street, but were quickly beaten by brick."
wear#golfer#pant#club#jacket,The,The club also wore a black and white Panthers jacket as a tribute to former golfer and U.
hold#mirror#gear#take#picture,The,The mirror is held in place by gears that are taken from a picture frame on the outside wall.
exercise#tie#wave#rope#wall,The,The man is tied to ropes and exercised on the walls of the inflatable boat with a wave.
head#squeeze#shut#eye#hang,The,The head squeeze is a hang-over from the eyes shut-off era of the early 1980s.
